hovedtype_kode;grunntype_kode
0A-0-0;A-0-0-0
0A-0-01;A-0-01-0
0A-0-02;A-0-02-0
0A-0-03;A-0-03-0
0A-0-04;A-0-04-0
0A-0-05;A-0-05-0
0B-0-0;B-0-0-0
0B-0-01;B-0-01-0
0B-0-02;B-0-02-0
0B-0-03;B-0-03-0
0B-0-04;B-0-04-0
0B-0-05;B-0-05-0
0B-0-06;B-0-06-0
0B-0-07;B-0-07-0
0FS-0-0;FS-0-0-0
0FS-0-01;FS-0-01-0
0FS-0-01;FS-0-01-01
0FS-0-02;FS-0-02-0
0FS-0-02;FS-0-02-01
0FS-0-02;FS-0-02-02
0FS-0-03;FS-0-03-0
0FS-0-03;FS-0-03-01
0FS-0-03;FS-0-03-02
0FS-0-03;FS-0-03-03
0FS-0-03;FS-0-03-04
0FS-0-04;FS-0-04-0
0FS-0-04;FS-0-04-01
0FS-0-04;FS-0-04-02
0FS-0-04;FS-0-04-03
0FS-0-04;FS-0-04-04
0FS-0-05;FS-0-05-0
0FS-0-05;FS-0-05-01
0FS-0-05;FS-0-05-02
0FS-0-05;FS-0-05-03
0FS-0-05;FS-0-05-04
0FS-0-05;FS-0-05-05
0FS-0-06;FS-0-06-0
0FS-0-06;FS-0-06-01
0FU-0-0;FU-0-0-0
0FU-0-01;FU-0-01-0
0FU-0-01;FU-0-01-01
0MS-0-0;MS-0-0-0
0MS-0-01;MS-0-01-0
0MS-0-01;MS-0-01-01
0MS-0-02;MS-0-02-0
0MS-0-02;MS-0-02-01
0MS-0-02;MS-0-02-02
0MS-0-03;MS-0-03-0
0MS-0-03;MS-0-03-01
0MS-0-03;MS-0-03-02
0MS-0-04;MS-0-04-0
0MS-0-04;MS-0-04-01
0MS-0-04;MS-0-04-02
0MS-0-04;MS-0-04-03
0MS-0-04;MS-0-04-04
0MS-0-04;MS-0-04-05
0MS-0-04;MS-0-04-06
0MS-0-05;MS-0-05-0
0MS-0-05;MS-0-05-01
0MS-0-05;MS-0-05-02
0MS-0-05;MS-0-05-03
0MS-0-05;MS-0-05-04
0MS-0-06;MS-0-06-0
0MS-0-06;MS-0-06-01
0MS-0-06;MS-0-06-02
0MS-0-06;MS-0-06-03
0MS-0-06;MS-0-06-04
0MS-0-07;MS-0-07-0
0MS-0-07;MS-0-07-01
0MS-0-07;MS-0-07-02
0MS-0-08;MS-0-08-0
0MS-0-08;MS-0-08-01
0MS-0-09;MS-0-09-0
0MS-0-09;MS-0-09-01
0MU-0-0;MU-0-0-0
0MU-0-01;MU-0-01-0
0MU-0-01;MU-0-01-01
0TS-0-0;TS-0-0-0
0TS-0-01;TS-0-01-0
0TS-0-01;TS-0-01-01
0TS-0-02;TS-0-02-0
0TS-0-02;TS-0-02-01
0TS-0-02;TS-0-02-02
0TS-0-03;TS-0-03-0
0TS-0-03;TS-0-03-01
0TS-0-03;TS-0-03-02
0TS-0-03;TS-0-03-03
0TS-0-03;TS-0-03-04
0TS-0-03;TS-0-03-05
0TS-0-04;TS-0-04-0
0TS-0-04;TS-0-04-01
0TS-0-04;TS-0-04-02
0TS-0-04;TS-0-04-03
0TS-0-05;TS-0-05-0
0TS-0-05;TS-0-05-01
0TS-0-05;TS-0-05-02
0TS-0-06;TS-0-06-0
0TS-0-06;TS-0-06-01
0TS-0-06;TS-0-06-02
0TS-0-06;TS-0-06-03
0TS-0-06;TS-0-06-04
0TS-0-06;TS-0-06-05
0TS-0-06;TS-0-06-06
0TS-0-06;TS-0-06-07
0TS-0-06;TS-0-06-08
0TS-0-06;TS-0-06-09
0TS-0-06;TS-0-06-10
0TS-0-06;TS-0-06-11
0TS-0-06;TS-0-06-12
0TS-0-06;TS-0-06-13
0TS-0-06;TS-0-06-14
0TS-0-07;TS-0-07-0
0TS-0-07;TS-0-07-01
0TS-0-07;TS-0-07-02
0TS-0-07;TS-0-07-03
0TS-0-07;TS-0-07-04
0TS-0-07;TS-0-07-05
0TS-0-08;TS-0-08-0
0TS-0-08;TS-0-08-01
0TS-0-08;TS-0-08-02
0TS-0-08;TS-0-08-03
0TS-0-08;TS-0-08-04
0TS-0-08;TS-0-08-05
0TS-0-08;TS-0-08-06
0TS-0-08;TS-0-08-07
0TS-0-08;TS-0-08-08
0TS-0-08;TS-0-08-09
0TS-0-08;TS-0-08-10
0TS-0-09;TS-0-09-0
0TS-0-09;TS-0-09-01
0TS-0-09;TS-0-09-02
0TS-0-09;TS-0-09-03
0TS-0-09;TS-0-09-04
0TS-0-09;TS-0-09-05
0TS-0-09;TS-0-09-06
0TS-0-10;TS-0-10-0
0TS-0-10;TS-0-10-01
0TS-0-10;TS-0-10-02
0TS-0-10;TS-0-10-03
0TS-0-10;TS-0-10-04
0TS-0-10;TS-0-10-05
0TS-0-10;TS-0-10-06
0TS-0-10;TS-0-10-07
0TS-0-10;TS-0-10-08
0TS-0-11;TS-0-11-0
0TS-0-11;TS-0-11-01
0TS-0-11;TS-0-11-02
0TS-0-12;TS-0-12-0
0TS-0-12;TS-0-12-01
0TU-0-0;TU-0-0-0
0TU-0-01;TU-0-01-0
0TU-0-01;TU-0-01-01
0TU-0-01;TU-0-01-02
0TU-0-02;TU-0-02-0
0TU-0-02;TU-0-02-01
BA-0-0;A-0-0-0
BA-0-01;A-0-01-0
BA-0-02;A-0-02-0
BA-0-03;A-0-03-0
BA-0-04;A-0-04-0
BA-0-05;A-0-05-0
BA-0-06;A-0-06-0
BA-0-07;A-0-07-0
BA-0-08;A-0-08-0
BA-0-09;A-0-09-0
EA-0-0;A-0-0-0
EA-0-01;A-0-01-0
EA-0-02;A-0-02-0
EA-0-03;A-0-03-0
EB-0-0;B-0-0-0
EB-0-01;B-0-01-0
EB-0-02;B-0-02-0
EB-0-03;B-0-03-0
EB-0-04;B-0-04-0
EC-0-0;C-0-0-0
EC-0-01;C-0-01-0
EC-0-02;C-0-02-0
EC-0-03;C-0-03-0
ED-0-0;D-0-0-0
ED-0-01;D-0-01-0
ED-0-02;D-0-02-0
ED-0-03;D-0-03-0
EE-0-0;E-0-0-0
EE-0-01;E-0-01-0
EE-0-02;E-0-02-0
EE-0-03;E-0-03-0
EE-0-04;E-0-04-0
EF-0-0;F-0-0-0
EF-0-01;F-0-01-0
EG-0-0;G-0-0-0
EG-0-01;G-0-01-0
FA-0-0;A-0-0-0
FA-0-01;A-0-01-0
FA-0-02;A-0-02-0
FA-0-03;A-0-03-0
FA-0-04;A-0-04-0
FA-0-05;A-0-05-0
FA-0-06;A-0-06-0
FA-0-07;A-0-07-0
FA-0-08;A-0-08-0
FA-0-09;A-0-09-0
FA-0-10;A-0-10-0
FB-0-0;B-0-0-0
FB-0-01;B-0-01-0
FC-0-0;C-0-0-0
FC-0-01;C-0-01-0
FC-0-02;C-0-02-0
FC-0-03;C-0-03-0
FC-0-04;C-0-04-0
FC-0-05;C-0-05-0
FD-0-0;D-0-0-0
FD-0-01;D-0-01-0
FD-0-02;D-0-02-0
FD-0-03;D-0-03-0
FD-0-04;D-0-04-0
FD-0-05;D-0-05-0
FD-0-06;D-0-06-0
FD-0-07;D-0-07-0
FD-0-08;D-0-08-0
FD-0-09;D-0-09-0
FD-0-10;D-0-10-0
FD-0-11;D-0-11-0
FE-0-0;E-0-0-0
FE-0-01;E-0-01-0
FE-0-02;E-0-02-0
FE-0-03;E-0-03-0
FE-0-04;E-0-04-0
FF-0-0;F-0-0-0
FF-0-01;F-0-01-0
FF-0-02;F-0-02-0
FF-0-03;F-0-03-0
FF-0-04;F-0-04-0
FF-0-05;F-0-05-0
FF-0-06;F-0-06-0
FG-0-0;G-0-0-0
FG-0-01;G-0-01-0
FG-0-02;G-0-02-0
FG-0-03;G-0-03-0
FG-0-04;G-0-04-0
FG-0-05;G-0-05-0
FG-0-06;G-0-06-0
FG-0-07;G-0-07-0
FG-0-08;G-0-08-0
FH-0-0;H-0-0-0
FH-0-01;H-0-01-0
FH-0-02;H-0-02-0
FH-0-03;H-0-03-0
FH-0-04;H-0-04-0
FH-0-05;H-0-05-0
FH-0-06;H-0-06-0
FH-0-07;H-0-07-0
FH-0-08;H-0-08-0
FH-0-09;H-0-09-0
FH-0-10;H-0-10-0
FH-0-11;H-0-11-0
FH-0-12;H-0-12-0
FH-0-13;H-0-13-0
FH-0-14;H-0-14-0
FH-0-15;H-0-15-0
FH-0-16;H-0-16-0
FH-0-17;H-0-17-0
FH-0-18;H-0-18-0
FH-0-19;H-0-19-0
FH-0-20;H-0-20-0
FH-0-21;H-0-21-0
FH-0-22;H-0-22-0
FH-0-23;H-0-23-0
FH-0-24;H-0-24-0
FH-0-25;H-0-25-0
FH-0-26;H-0-26-0
FH-0-27;H-0-27-0
FH-0-28;H-0-28-0
FH-0-29;H-0-29-0
FH-0-30;H-0-30-0
FI-0-0;I-0-0-0
FI-0-01;I-0-01-0
FI-0-02;I-0-02-0
FI-0-03;I-0-03-0
FI-0-04;I-0-04-0
FI-0-05;I-0-05-0
FI-0-06;I-0-06-0
FI-0-07;I-0-07-0
FI-0-08;I-0-08-0
FI-0-09;I-0-09-0
FI-0-10;I-0-10-0
FI-0-11;I-0-11-0
FI-0-12;I-0-12-0
FJ-0-0;J-0-0-0
FJ-0-01;J-0-01-0
FJ-0-02;J-0-02-0
FJ-0-03;J-0-03-0
FJ-0-04;J-0-04-0
FK-0-0;K-0-0-0
FK-0-01;K-0-01-0
FK-0-02;K-0-02-0
FK-0-03;K-0-03-0
FL-0-0;L-0-0-0
FL-0-01;L-0-01-0
FL-0-02;L-0-02-0
FL-0-03;L-0-03-0
FL-0-04;L-0-04-0
FL-0-05;L-0-05-0
FL-0-06;L-0-06-0
FL-0-07;L-0-07-0
FL-0-08;L-0-08-0
FL-0-09;L-0-09-0
FL-0-10;L-0-10-0
FM-0-0;M-0-0-0
FM-0-01;M-0-01-0
FM-0-02;M-0-02-0
FM-0-03;M-0-03-0
FM-0-04;M-0-04-0
FM-0-05;M-0-05-0
FM-0-06;M-0-06-0
FM-0-07;M-0-07-0
FN-0-0;N-0-0-0
FN-0-01;N-0-01-0
FN-0-02;N-0-02-0
FN-0-03;N-0-03-0
FN-0-04;N-0-04-0
FN-0-05;N-0-05-0
FO-0-0;O-0-0-0
FO-0-01;O-0-01-0
FO-0-02;O-0-02-0
FP-0-0;P-0-0-0
FP-0-01;P-0-01-0
FP-0-02;P-0-02-0
FP-0-03;P-0-03-0
FP-0-04;P-0-04-0
FP-0-05;P-0-05-0
FP-0-06;P-0-06-0
FP-0-07;P-0-07-0
FP-0-08;P-0-08-0
IA-0-0;A-0-0-0
IA-0-01;A-0-01-0
IA-0-02;A-0-02-0
IB-0-0;B-0-0-0
IB-0-01;B-0-01-0
IB-0-02;B-0-02-0
IC-0-0;C-0-0-0
IC-0-01;C-0-01-0
IC-0-02;C-0-02-0
ID-0-0;D-0-0-0
ID-0-01;D-0-01-0
ID-0-02;D-0-02-0
ID-0-03;D-0-03-0
ID-0-04;D-0-04-0
ID-0-05;D-0-05-0
ID-0-06;D-0-06-0
IE-0-0;E-0-0-0
IE-0-01;E-0-01-0
IE-0-02;E-0-02-0
IF-0-0;F-0-0-0
IF-0-01;F-0-01-0
IF-0-02;F-0-02-0
IG-0-0;G-0-0-0
IG-0-01;G-0-01-0
IG-0-02;G-0-02-0
IG-0-03;G-0-03-0
IG-0-04;G-0-04-0
IH-0-0;H-0-0-0
IH-0-01;H-0-01-0
II-0-0;I-0-0-0
II-0-01;I-0-01-0
II-0-02;I-0-02-0
II-0-03;I-0-03-0
II-0-04;I-0-04-0
II-0-05;I-0-05-0
II-0-06;I-0-06-0
II-0-07;I-0-07-0
II-0-08;I-0-08-0
II-0-09;I-0-09-0
IJ-0-0;J-0-0-0
IJ-0-01;J-0-01-0
IK-0-0;K-0-0-0
IK-0-01;K-0-01-0
IL-0-0;L-0-0-0
IL-0-01;L-0-01-0
IL-0-02;L-0-02-0
IM-0-0;M-0-0-0
IM-0-01;M-0-01-0
IN-0-0;N-0-0-0
IN-0-01;N-0-01-0
IN-0-02;N-0-02-0
IN-0-03;N-0-03-0
IN-0-04;N-0-04-0
LI-0--;I-0---0
LI-0-01;I-0-01-0
LI-0-01;I-0-01-001
LI-0-01;I-0-01-002
LI-0-01;I-0-01-003
LI-0-01;I-0-01-004
LI-0-01;I-0-01-005
LI-0-01;I-0-01-006
LI-0-01;I-0-01-007
LI-0-01;I-0-01-008
LI-0-01;I-0-01-009
LI-0-01;I-0-01-010
LI-0-01;I-0-01-011
LI-0-01;I-0-01-012
LI-0-01;I-0-01-013
LI-0-01;I-0-01-014
LI-0-01;I-0-01-015
LI-0-01;I-0-01-016
LI-0-01;I-0-01-017
LI-0-01;I-0-01-018
LI-0-01;I-0-01-019
LI-0-01;I-0-01-020
LI-0-01;I-0-01-021
LI-0-01;I-0-01-022
LI-0-01;I-0-01-023
LI-0-01;I-0-01-024
LI-0-01;I-0-01-025
LI-0-01;I-0-01-026
LI-0-01;I-0-01-027
LI-0-01;I-0-01-028
LI-0-01;I-0-01-029
LI-0-01;I-0-01-030
LI-0-01;I-0-01-031
LI-0-01;I-0-01-032
LI-0-01;I-0-01-033
LI-0-01;I-0-01-034
LI-0-01;I-0-01-035
LI-0-01;I-0-01-036
LI-0-01;I-0-01-037
LI-0-01;I-0-01-038
LI-0-01;I-0-01-039
LI-0-01;I-0-01-040
LI-0-01;I-0-01-041
LI-0-01;I-0-01-042
LI-0-01;I-0-01-043
LI-0-01;I-0-01-044
LI-0-01;I-0-01-045
LI-0-01;I-0-01-046
LI-0-01;I-0-01-047
LI-0-01;I-0-01-048
LI-0-01;I-0-01-049
LI-0-01;I-0-01-050
LI-0-01;I-0-01-051
LI-0-01;I-0-01-052
LI-0-01;I-0-01-053
LI-0-01;I-0-01-054
LI-0-02;I-0-02-0
LI-0-02;I-0-02-001
LI-0-02;I-0-02-002
LI-0-02;I-0-02-003
LI-0-02;I-0-02-004
LI-0-02;I-0-02-005
LI-0-02;I-0-02-006
LI-0-02;I-0-02-007
LI-0-02;I-0-02-008
LI-0-02;I-0-02-009
LI-0-02;I-0-02-010
LI-0-02;I-0-02-011
LI-0-02;I-0-02-012
LI-0-02;I-0-02-013
LI-0-02;I-0-02-014
LI-0-02;I-0-02-015
LI-0-02;I-0-02-016
LI-0-02;I-0-02-017
LI-0-02;I-0-02-018
LI-0-02;I-0-02-019
LI-0-02;I-0-02-020
LI-0-02;I-0-02-021
LI-0-02;I-0-02-022
LI-0-02;I-0-02-023
LI-0-02;I-0-02-024
LI-0-02;I-0-02-025
LI-0-02;I-0-02-026
LI-0-02;I-0-02-027
LI-0-02;I-0-02-028
LI-0-02;I-0-02-029
LI-0-02;I-0-02-030
LI-0-02;I-0-02-031
LI-0-02;I-0-02-032
LI-0-02;I-0-02-033
LI-0-02;I-0-02-034
LI-0-02;I-0-02-035
LI-0-02;I-0-02-036
LI-0-02;I-0-02-037
LI-0-02;I-0-02-038
LI-0-02;I-0-02-039
LI-0-02;I-0-02-040
LI-0-02;I-0-02-041
LI-0-02;I-0-02-042
LI-0-02;I-0-02-043
LI-0-02;I-0-02-044
LI-0-02;I-0-02-045
LI-0-02;I-0-02-046
LI-0-02;I-0-02-047
LI-0-02;I-0-02-048
LI-0-02;I-0-02-049
LI-0-02;I-0-02-050
LI-0-02;I-0-02-051
LI-0-02;I-0-02-052
LI-0-02;I-0-02-053
LI-0-02;I-0-02-054
LI-0-02;I-0-02-055
LI-0-02;I-0-02-056
LI-0-02;I-0-02-057
LI-0-02;I-0-02-058
LI-0-02;I-0-02-059
LI-0-02;I-0-02-060
LI-0-02;I-0-02-061
LI-0-02;I-0-02-062
LI-0-02;I-0-02-063
LI-0-02;I-0-02-064
LI-0-02;I-0-02-065
LI-0-02;I-0-02-066
LI-0-02;I-0-02-067
LI-0-02;I-0-02-068
LI-0-02;I-0-02-069
LI-0-02;I-0-02-070
LI-0-02;I-0-02-071
LI-0-02;I-0-02-072
LI-0-02;I-0-02-073
LI-0-02;I-0-02-074
LI-0-02;I-0-02-075
LI-0-02;I-0-02-076
LI-0-02;I-0-02-077
LI-0-02;I-0-02-078
LI-0-02;I-0-02-079
LI-0-02;I-0-02-080
LI-0-02;I-0-02-081
LI-0-02;I-0-02-082
LI-0-02;I-0-02-083
LI-0-02;I-0-02-084
LI-0-02;I-0-02-085
LI-0-02;I-0-02-086
LI-0-02;I-0-02-087
LI-0-02;I-0-02-088
LI-0-02;I-0-02-089
LI-0-02;I-0-02-090
LI-0-02;I-0-02-091
LI-0-02;I-0-02-092
LI-0-02;I-0-02-093
LI-0-02;I-0-02-094
LI-0-02;I-0-02-095
LI-0-02;I-0-02-096
LI-0-02;I-0-02-097
LI-0-02;I-0-02-098
LI-0-02;I-0-02-099
LI-0-02;I-0-02-100
LI-0-02;I-0-02-101
LI-0-02;I-0-02-102
LI-0-02;I-0-02-103
LI-0-02;I-0-02-104
LI-0-03;I-0-03-0
LI-0-03;I-0-03-001
LI-0-03;I-0-03-002
LI-0-03;I-0-03-003
LI-0-03;I-0-03-004
LI-0-03;I-0-03-005
LI-0-03;I-0-03-006
LI-0-03;I-0-03-007
LI-0-03;I-0-03-008
LI-0-03;I-0-03-009
LI-0-03;I-0-03-010
LI-0-03;I-0-03-011
LI-0-03;I-0-03-012
LI-0-03;I-0-03-013
LI-0-03;I-0-03-014
LI-0-03;I-0-03-015
LI-0-03;I-0-03-016
LI-0-03;I-0-03-017
LI-0-03;I-0-03-018
LI-0-03;I-0-03-019
LI-0-03;I-0-03-020
LI-0-03;I-0-03-021
LI-0-03;I-0-03-022
LI-0-03;I-0-03-023
LI-0-03;I-0-03-024
LI-0-03;I-0-03-025
LI-0-03;I-0-03-026
LI-0-03;I-0-03-027
LI-0-03;I-0-03-028
LI-0-03;I-0-03-029
LI-0-03;I-0-03-030
