natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;kartleggingsenhetMalestokk;kartleggingsenhetKode;kartleggingsenhetDef
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk20000;NA F2-E-10;Noe kalkfattige og humøse grunne vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk20000;NA F2-E-11;Moderat kalkrike grunne vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk20000;NA F2-E-12;Svært kalkrike grunne vannmasser med middels komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk20000;NA F2-E-13;Svært kalkfattige og klare grunne vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk20000;NA F2-E-14;Svært kalkfattige og humøse grunne vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk20000;NA F2-E-15;Noe kalkfattige og klare grunne vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk20000;NA F2-E-16;Noe kalkfattige og humøse grunne vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk20000;NA F2-E-17;Moderat kalkrike grunne vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn;NA F2;Malestokk20000;NA F2-E-18;Svært kalkrike grunne vannmasser med komplekst fiskesamfunn
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) naturlig fisketomme vannmasser;NA F3;Malestokk20000;NA F3-E-1;Svært kalkfattige og klare lagdelte vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) naturlig fisketomme vannmasser;NA F3;Malestokk20000;NA F3-E-2;Svært kalkfattige og humøse lagdelte vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) naturlig fisketomme vannmasser;NA F3;Malestokk20000;NA F3-E-3;Noe kalkfattige og klare lagdelte vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) naturlig fisketomme vannmasser;NA F3;Malestokk20000;NA F3-E-4;Noe kalkfattige og humøse lagdelte vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) naturlig fisketomme vannmasser;NA F3;Malestokk20000;NA F3-E-5;Moderat kalkrike lagdelte vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Lagdelte fullsirkulerende (mono- og dimiktiske) naturlig fisketomme vannmasser;NA F3;Malestokk20000;NA F3-E-6;Svært kalkrike lagdelte vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-1;Svært kalkfattige og klare store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-2;Svært kalkfattige og klare små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-3;Noe kalkfattige og klare store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-4;Noe kalkfattige og klare små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-5;Moderat kalkrike og klare store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-6;Moderat kalkrike og klare små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-7;Svært kalkrike og klare store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-8;Svært kalkrike og klare små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-9;Svært kalkfattige og humøse store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-10;Svært kalkfattige og humøse små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-11;Noe kalkfattige og humøse store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-12;Noe kalkfattige og humøse små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-13;Moderat kalkrike og humøse store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-14;Moderat kalkrike og humøse små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-15;Svært kalkrike og humøse store grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Ikke-lagdelte (polymiktiske) naturlig fisketomme vannmasser;NA F4;Malestokk20000;NA F4-E-16;Svært kalkrike og humøse små grunne vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Turbide vannmasser;NA F5;Malestokk20000;NA F5-E-1;Kalkfattige litt turbide vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Turbide vannmasser;NA F5;Malestokk20000;NA F5-E-2;Kalkrike litt turbide vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Turbide vannmasser;NA F5;Malestokk20000;NA F5-E-3;Svært turbide vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Grottesjø-vannmasser;NA F6;Malestokk20000;NA F6-E-1;Grottesjø-vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av oksygenmangel;NA F7;Malestokk20000;NA F7-E-1;Innsjø-vannmasser med periodisk oksygenmangel
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av oksygenmangel;NA F7;Malestokk20000;NA F7-E-2;Anoksiske innsjø-vannmasser betinget av gammelt havvann
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av oksygenmangel;NA F7;Malestokk20000;NA F7-E-3;Anoksiske innsjø-vannmasser betinget av saltholdig kildevann
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av oksygenmangel;NA F7;Malestokk20000;NA F7-E-4;Anoksiske innsjø-vannmasser betinget av jernholdig vann
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av oksygenmangel;NA F7;Malestokk20000;NA F7-E-5;Anoksiske innsjø-vannmasser betinget av kalkrikt vann
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av oksygenmangel;NA F7;Malestokk20000;NA F7-E-6;Anoksiske innsjø-vannmasser betinget av humusrikt vann
Natursystem;NA;Limniske vannmasser;NA F;Elvevannmasser;NA F8;Malestokk20000;NA F8-E-1;Elvevannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Elvevannmasser;NA F8;Malestokk20000;NA F8-E-2;Elvevannmasser med fisk
Natursystem;NA;Limniske vannmasser;NA F;Nye innsjø-vannmasser;NA F9;Malestokk20000;NA F9-E-1;Kalkfattige grunne nye innsjø-vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Nye innsjø-vannmasser;NA F9;Malestokk20000;NA F9-E-2;Kalkfattige lagdelte nye innsjø-vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Nye innsjø-vannmasser;NA F9;Malestokk20000;NA F9-E-3;Kalkrike grunne nye innsjø-vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Nye innsjø-vannmasser;NA F9;Malestokk20000;NA F9-E-4;Kalkrike lagdelte nye innsjø-vannmasser uten fisk
Natursystem;NA;Limniske vannmasser;NA F;Nye innsjø-vannmasser;NA F9;Malestokk20000;NA F9-E-5;Kalkfattige grunne nye innsjø-vannmasser med fisk
Natursystem;NA;Limniske vannmasser;NA F;Nye innsjø-vannmasser;NA F9;Malestokk20000;NA F9-E-6;Kalkfattige lagdelte nye innsjø-vannmasser med fisk
Natursystem;NA;Limniske vannmasser;NA F;Nye innsjø-vannmasser;NA F9;Malestokk20000;NA F9-E-7;Kalkrike grunne nye innsjø-vannmasser med fisk
Natursystem;NA;Limniske vannmasser;NA F;Nye innsjø-vannmasser;NA F9;Malestokk20000;NA F9-E-8;Kalkrike lagdelte nye innsjø-vannmasser med fisk
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av kronisk kjemisk påvirkning;NA F10;Malestokk20000;NA F10-E-1;Kronisk kjemisk påvirkede innsjø-vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av kronisk kjemisk påvirkning;NA F10;Malestokk20000;NA F10-E-2;Kronisk saltpåvirkede innsjø-vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av kronisk kjemisk påvirkning;NA F10;Malestokk20000;NA F10-E-3;Kronisk eutrofierte innsjø-vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av kronisk kjemisk påvirkning;NA F10;Malestokk20000;NA F10-E-4;Kronisk forsurede innsjø-vannmasser
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av introduksjon eller bortfall av strukturerende organismer;NA F11;Malestokk20000;NA F11-E-1;Sterkt endrede kalkfattige innsjø-vannmasser preget av introduksjon eller bortfall av strukturerende organismer
Natursystem;NA;Limniske vannmasser;NA F;Innsjø-vannmasser preget av introduksjon eller bortfall av strukturerende organismer;NA F11;Malestokk20000;NA F11-E-2;Sterkt endrede kalkrike innsjø-vannmasser preget av introduksjon eller bortfall av strukturerende organismer
Natursystem;NA;Limniske vannmasser;NA F;Elvevannmasser preget av kronisk kjemisk påvirkning;NA F12;Malestokk20000;NA F12-E-1;Sterkt forsurede elvevannmasser
Natursystem;NA;Limniske vannmasser;NA F;Elvevannmasser preget av introduksjon eller bortfall av strukturerende organismer;NA F13;Malestokk20000;NA F13-E-1;Sterkt endrede kalkfattige elvevannmasser preget av introduksjon eller bortfall av strukturerende organismer
Natursystem;NA;Limniske vannmasser;NA F;Elvevannmasser preget av introduksjon eller bortfall av strukturerende organismer;NA F13;Malestokk20000;NA F13-E-2;Sterkt endrede kalkrike elvevannmasser preget av introduksjon eller bortfall av strukturerende organismer
