natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;kartleggingsenhetMalestokk;kartleggingsenhetKode;kartleggingsenhetDef
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-3;lågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-2;svak lågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-1;blåbærskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-20;tørkeutsatt høgstaudeskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-19;litt tørkeutsatt høgstaudeskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-18;høgstaudeskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-17;storbregneskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-16;lav-kalklågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-15;lav-lågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-14;svak lav-lågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-13;lavskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-4;kalklågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-20;tørkeutsatt høgstaudeskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-19;litt tørkeutsatt høgstaudeskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-18;høgstaudeskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-17;storbregneskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-16;lav-kalklågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-15;lav-lågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-14;svak lav-lågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-13;lavskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk5000;NA T4-C-12;lyng-kalklågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk10000;NA T4-D-1;blåbær- og bærlyngskoger
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-12;lyng-kalklågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-10;svak lyng-lågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-9;lyngskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-8;bærlyng-kalklågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-7;bærlyng-lågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-6;svak bærlyng-lågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-5;bærlyngskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-4;kalklågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-3;lågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-2;svak lågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-1;blåbærskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk2500;NA T4-B-11;lyng-lågurtskog
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk10000;NA T4-D-2;svake lågurt- og storbregneskoger
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk20000;NA T4-E-6;tørkeutsatte lågurtskoger
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk20000;NA T4-E-5;tørkeutsatte svake lågurtskoger
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk20000;NA T4-E-4;lav- og lyngskoger
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk20000;NA T4-E-3;lite tørkeutsatte lågurt- og bærlyng- lågurtskoger
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk20000;NA T4-E-2;svake lågurt- og storbregneskoger
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk20000;NA T4-E-1;blåbær- og bærlyngskoger
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk10000;NA T4-D-6;tørkeutsatte lågurtskoger
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk10000;NA T4-D-5;tørkeutsatte svake lågurtskoger
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk10000;NA T4-D-4;lav- og lyngskoger
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Malestokk10000;NA T4-D-3;lite tørkeutsatte lågurt- og bærlyng- lågurtskoger
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Malestokk5000;NA T45-C-2;oppdyrket intensiv slåtteeng
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Malestokk5000;NA T45-C-3;oppdyrket svært intensiv slåtteeng
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Malestokk10000;NA T45-D-1;oppdyrkede varige enger med lite intensivt hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Malestokk10000;NA T45-D-2;oppdyrkede varige enger med intensivt og svært intensivt hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Malestokk20000;NA T45-E-1;oppdyrkede varige enger med lite intensivt hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Malestokk20000;NA T45-E-2;oppdyrkede varige enger med intensivt og svært intensivt hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Malestokk2500;NA T45-B-4;oppdyrket svært intensiv slåtteeng
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Malestokk2500;NA T45-B-1;oppdyrket lite intensiv beitemark
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Malestokk2500;NA T45-B-2;oppdyrket lite intensiv slåtteeng
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Malestokk2500;NA T45-B-3;oppdyrket intensiv slåtteeng
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Malestokk5000;NA T45-C-1;oppdyrkede varige enger med lite intensivt hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Malestokk2500;NA T22-B-1;kalkfattig og intermediær fjellgrashei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Malestokk2500;NA T22-B-2;kalkfattig og intermediær grassnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Malestokk2500;NA T22-B-3;kalkrik fjellgrashei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Malestokk20000;NA T22-E-2;kalkrike fjellgrasheier og grassnøleier
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Malestokk20000;NA T22-E-1;kalkfattige og intermediære fjellgrasheier og grassnøleier
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Malestokk10000;NA T22-D-1;kalkfattige og intermediære fjellgrasheier og grassnøleier
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Malestokk5000;NA T22-C-4;kalkrikt grassnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Malestokk5000;NA T22-C-3;kalkrik fjellgrashei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Malestokk5000;NA T22-C-2;kalkfattig og intermediært grassnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Malestokk5000;NA T22-C-1;kalkfattig og intermediær fjellgrashei
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Malestokk2500;NA T22-B-4;kalkrikt grassnøleie
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Malestokk10000;NA T22-D-2;kalkrike fjellgrasheier og grassnøleier
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk2500;NA T21-B-5;brun dyne
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk2500;NA T21-B-4;grå dyne
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk2500;NA T21-B-3;kvit dyne
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk2500;NA T21-B-2;primærdyne
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk2500;NA T21-B-1;forstrand
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk2500;NA T21-B-6;dynehei
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk2500;NA T21-B-7;ustabil sanddyne
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk5000;NA T21-C-1;forstrand og primærdyner
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk2500;NA T21-B-8;dynetrau
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk20000;NA T21-E-1;sanddynemarker
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk10000;NA T21-D-3;brune dyner og dynehei
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk10000;NA T21-D-2;kvite og grå dyner
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk10000;NA T21-D-1;forstrand og primærdyner
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk5000;NA T21-C-4;dynetrau
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk5000;NA T21-C-3;brune dyner og dynehei
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk5000;NA T21-C-2;kvite og grå dyner
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Malestokk10000;NA T21-D-4;dynetrau
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Malestokk10000;NA T37-D-3;avfallsdeponi o.l.
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Malestokk10000;NA T37-D-2;asfalt, løs betong o.l.
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Malestokk10000;NA T37-D-1;slagghauger og deponier for fast kjemisk avfall
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Malestokk5000;NA T37-C-3;avfallsdeponi o.l.
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Malestokk5000;NA T37-C-2;asfalt, løs betong o.l.
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Malestokk5000;NA T37-C-1;slagghauger og deponier for fast kjemisk avfall
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Malestokk2500;NA T37-B-3;avfallsdeponi o.l.
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Malestokk2500;NA T37-B-2;asfalt, løs betong o.l.
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Malestokk20000;NA T37-E-2;asfalt, løs betong o.l.
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Malestokk20000;NA T37-E-3;avfallsdeponi o.l.
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Malestokk2500;NA T37-B-1;slagghauger og deponier for fast kjemisk avfall
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Malestokk20000;NA T37-E-1;slagghauger og deponier for fast kjemisk avfall
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Malestokk20000;NA T36-E-3;tørrlagt innsjøbunn
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Malestokk20000;NA T36-E-2;tørrlagt elvebunn
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Malestokk10000;NA T36-D-3;tørrlagt innsjøbunn
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Malestokk10000;NA T36-D-2;tørrlagt elvebunn
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Malestokk10000;NA T36-D-1;sterkt endret tidligere våtmark
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Malestokk5000;NA T36-C-3;tørrlagt innsjøbunn
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Malestokk5000;NA T36-C-2;tørrlagt elvebunn
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Malestokk5000;NA T36-C-1;sterkt endret tidligere våtmark
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Malestokk2500;NA T36-B-3;tørrlagt innsjøbunn
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Malestokk2500;NA T36-B-2;tørrlagt elvebunn
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Malestokk2500;NA T36-B-1;sterkt endret tidligere våtmark
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Malestokk20000;NA T36-E-1;sterkt endret tidligere våtmark
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk2500;NA T35-B-3;sterkt endret fastmark med sanddekke
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk2500;NA T35-B-2;sterkt endret fastmark med grusdekke
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk2500;NA T35-B-1;sterkt endret fastmark med jorddekke
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk20000;NA T35-E-3;sterkt endret fastmark med dekke av silt og leire
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk20000;NA T35-E-2;sterkt endrede fastmarker med dekke av sand eller grus
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk20000;NA T35-E-1;sterkt endret fastmark med jorddekke
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk10000;NA T35-D-3;sterkt endret fastmark med dekke av silt og leire
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk10000;NA T35-D-1;sterkt endret fastmark med jorddekke
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk5000;NA T35-C-3;sterkt endret fastmark med dekke av silt og leire
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk5000;NA T35-C-2;sterkt endrede fastmarker med dekke av sand eller grus
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk5000;NA T35-C-1;sterkt endret fastmark med jorddekke
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk2500;NA T35-B-4;sterkt endret fastmark med dekke av silt og leire
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Malestokk10000;NA T35-D-2;sterkt endrede fastmarker med dekke av sand eller grus
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk20000;NA T34-E-4;sterkt kalkrike kystlyngheier
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk2500;NA T34-B-3;kalkfattig tørr kystlynghei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk2500;NA T34-B-2;kalkfattig kystlynghei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk2500;NA T34-B-1;kalkfattig bakli-hei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk2500;NA T34-B-4;intermediær bakli-hei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk2500;NA T34-B-5;intermediær kystlynghei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk2500;NA T34-B-7;svakt kalkrik kystlynghei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk20000;NA T34-E-3;svakt kalkrike kystlyngheier
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk20000;NA T34-E-2;intermediære bakli- og kystlyngheier
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk20000;NA T34-E-1;kalkfattige bakli- og kystlyngheier
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk10000;NA T34-D-6;sterkt kalkrike kystlyngheier
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk10000;NA T34-D-5;svakt kalkrike kystlyngheier
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk10000;NA T34-D-4;intermediære kystlyngheier
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk10000;NA T34-D-3;intermediær baklihei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk10000;NA T34-D-2;kalkfattige kystlyngheier
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk2500;NA T34-B-6;intermediær tørr kystlynghei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk10000;NA T34-D-1;kalkfattig baklihei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk5000;NA T34-C-4;intermediære kystlyngheier
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk5000;NA T34-C-3;intermediær bakli-hei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk5000;NA T34-C-2;kalkfattige kystlyngheier
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk5000;NA T34-C-1;kalkfattig bakli-hei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk2500;NA T34-B-12;intermediær fuktig kystlynghei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk2500;NA T34-B-11;kalkfattig fuktig kystlynghei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk2500;NA T34-B-10;sterkt kalkrik tørr kystlynghei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk2500;NA T34-B-9;sterkt kalkrik kystlynghei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk2500;NA T34-B-8;svakt kalkrik tørr kystlynghei
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk5000;NA T34-C-6;sterkt kalkrike kystlyngheier
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Malestokk5000;NA T34-C-5;svakt kalkrike kystlyngheier
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret fastmark med preg av semi-naturlig eng;NA T40;Malestokk2500;NA T40-B-1;eng-liknende sterkt endret fastmark
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret fastmark med preg av semi-naturlig eng;NA T40;Malestokk5000;NA T40-C-1;eng-aktig sterkt endret fastmark
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret fastmark med preg av semi-naturlig eng;NA T40;Malestokk10000;NA T40-D-1;eng-liknende sterkt endret fastmark
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret fastmark med preg av semi-naturlig eng;NA T40;Malestokk20000;NA T40-E-1;eng-liknende sterkt endret fastmark
Natursystem;NA;Fastmarkssystemer;NA T;Ferskvanns-driftvoll;NA T23;Malestokk20000;NA T23-E-1;ferskvannsdriftvoll
Natursystem;NA;Fastmarkssystemer;NA T;Ferskvanns-driftvoll;NA T23;Malestokk10000;NA T23-D-1;ferskvannsdriftvoll
Natursystem;NA;Fastmarkssystemer;NA T;Ferskvanns-driftvoll;NA T23;Malestokk5000;NA T23-C-1;ferskvannsdriftvoll
Natursystem;NA;Fastmarkssystemer;NA T;Ferskvanns-driftvoll;NA T23;Malestokk2500;NA T23-B-1;ferskvannsdriftvoll
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig strandeng;NA T33;Malestokk20000;NA T33-E-1;semi-naturlige strandenger
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig strandeng;NA T33;Malestokk10000;NA T33-D-1;semi-naturlige strandenger
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig strandeng;NA T33;Malestokk5000;NA T33-C-2;øvre semi-naturlig strandeng
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig strandeng;NA T33;Malestokk5000;NA T33-C-1;nedre semi-naturlig strandeng
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig strandeng;NA T33;Malestokk2500;NA T33-B-2;øvre semi-naturlig strandeng
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig strandeng;NA T33;Malestokk2500;NA T33-B-1;nedre semi-naturlig strandeng
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk10000;NA T32-D-5;klakrike enger med svært ekstensivt hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk10000;NA T32-D-4;intermediære enger med ekstensivt og svakt intensivt hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk10000;NA T32-D-3;intermediære enger med svært ekstensivt hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk10000;NA T32-D-2;kalkfattige enger med ekstensivt hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk10000;NA T32-D-1;kalkfattige enger med svært ekstensivt hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-21;svakt kalkrik eng med svakt preg av gjødsling
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk10000;NA T32-D-6;kalkrike enger med ekstensivt og svakt intensivt hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-20;svakt kalkrik eng med klart hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-18;sterkt kalkrik tørreng med klart hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-17;sterkt kalkrik tørreng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-16;svakt kalkrik tørreng med klart hevdpreg eller svakt preg av gjødsling
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-15;svakt kalkrik tørreng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-14;intermediær tørreng med klart hevdpreg eller svakt preg av gjødsling
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-13;intermediær tørreng med mindre hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-19;sanddyne-eng med klart hevdpreg eller svakt preg av gjødsling
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk5000;NA T32-C-12;kalkfattig tørreng med klart hevdpreg
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk20000;NA T32-E-1;kalkfattige enger
Natursystem;NA;Fastmarkssystemer;NA T;Semi-naturlig eng;NA T32;Malestokk20000;NA T32-E-3;kalkrike enger
