natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;miljovariabelType;miljovariabelHovedtype;miljovariabelKode;miljovariabelNavn;trinnKode;trinnNavn;basistrinnNavn
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;KI;Kildevannspåvirkning;T3-KI_2;;KI-c
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;KI;Kildevannspåvirkning;T3-KI_1;;KI-0
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;KI;Kildevannspåvirkning;T3-KI_1;;KI-a
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;RU;Rasutsatthet;T3-RU_2;observerbart raspreget;RU-a
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;RU;Rasutsatthet;T3-RU_1;uten raspreg;RU-0
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;UF;Uttørkingsfare;T3-UF_1;;UF-b
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;UF;Uttørkingsfare;T3-UF_1;;UF-c
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;UF;Uttørkingsfare;T3-UF_2;;UF-e
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;UF;Uttørkingsfare;T3-UF_2;;UF-d
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;UF;Uttørkingsfare;T3-UF_3;;UF-g
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;UF;Uttørkingsfare;T3-UF_3;;UF-f
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;VM;Vannmetning;T3-VM_2;fuktmark;VM-b
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;VM;Vannmetning;T3-VM_1;veldrenert mark;VM-0
Natursystem;NA;Fastmarkssystemer;NA T;Fjellhei, leside og tundra;NA T3;Miljøvariabel;NA T3;VM;Vannmetning;T3-VM_1;veldrenert mark;VM-a
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;VS;Vannsprutintensitet;T4-VS_2;fosserøyk-skogsmark;VS-a
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;VS;Vannsprutintensitet;T4-VS_1;uten fosserøykpreg;VS-0
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;VM;Vannmetning;T4-VM_2;fuktmark;VM-b
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;VM;Vannmetning;T4-VM_1;veldrenert mark;VM-0
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;VM;Vannmetning;T4-VM_1;veldrenert mark;VM-a
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UF;Uttørkingsfare;T4-UF_1;;UF-a
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UF;Uttørkingsfare;T4-UF_1;;UF-b
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UF;Uttørkingsfare;T4-UF_2;;UF-c
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UF;Uttørkingsfare;T4-UF_2;;UF-d
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UF;Uttørkingsfare;T4-UF_4;;UF-g
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UF;Uttørkingsfare;T4-UF_4;;UF-h
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UF;Uttørkingsfare;T4-UF_3;;UF-e
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UF;Uttørkingsfare;T4-UF_3;;UF-f
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UE;Uttørkingseksponering;T4-UE_1;ikke eller svært lite uttørkingseksponert;UE-0
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UE;Uttørkingseksponering;T4-UE_1;ikke eller svært lite uttørkingseksponert;UE-a
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UE;Uttørkingseksponering;T4-UE_2;temmelig lite eller sterkere uttørkingseksponert;UE-b
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UE;Uttørkingseksponering;T4-UE_2;temmelig lite eller sterkere uttørkingseksponert;UE-c
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UE;Uttørkingseksponering;T4-UE_2;temmelig lite eller sterkere uttørkingseksponert;UE-d
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UE;Uttørkingseksponering;T4-UE_2;temmelig lite eller sterkere uttørkingseksponert;UE-e
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UE;Uttørkingseksponering;T4-UE_2;temmelig lite eller sterkere uttørkingseksponert;UE-f
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;UE;Uttørkingseksponering;T4-UE_2;temmelig lite eller sterkere uttørkingseksponert;UE-g
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;SU;Skredutsatthet;T4-SU_2;litt skredpreget;SU-a
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;SU;Skredutsatthet;T4-SU_1;uten skredpreg;SU-0
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;SS;Sandstabilisering;T4-SS_3;normal skogsmark;SS-+
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;SS;Sandstabilisering;T4-SS_2;sandskogsmark;SS-i
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;SS;Sandstabilisering;T4-SS_1;dyneskogsmark;SS-h
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;S1;Dominerende kornstørrelsesklasse;T4-S1_2;stein- og blokkdominert;S1-b
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;S1;Dominerende kornstørrelsesklasse;T4-S1_2;stein- og blokkdominert;S1-c
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;S1;Dominerende kornstørrelsesklasse;T4-S1_1;usortert sediment og/eller uten preg av kornstørrelse;S1-0
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;S1;Dominerende kornstørrelsesklasse;T4-S1_3;grusdominert;S1-d
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;S1;Dominerende kornstørrelsesklasse;T4-S1_3;grusdominert;S1-e
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;S1;Dominerende kornstørrelsesklasse;T4-S1_4;sand-dominert;S1-f
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;S1;Dominerende kornstørrelsesklasse;T4-S1_4;sand-dominert;S1-g
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;S1;Dominerende kornstørrelsesklasse;T4-S1_5;silt- og leirdominert;S1-i
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;S1;Dominerende kornstørrelsesklasse;T4-S1_5;silt- og leirdominert;S1-h
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;RU;Rasutsatthet;T4-RU_2;observerbart raspreget;RU-a
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;RU;Rasutsatthet;T4-RU_1;uten raspreg;RU-0
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KI;Kildevannspåvirkning;T4-KI_2;;KI-b
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KI;Kildevannspåvirkning;T4-KI_2;;KI-c
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KI;Kildevannspåvirkning;T4-KI_1;;KI-0
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KI;Kildevannspåvirkning;T4-KI_1;;KI-a
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KA;Kalkinnhold;T4-KA_2;;KA-d
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KA;Kalkinnhold;T4-KA_2;;KA-e
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KA;Kalkinnhold;T4-KA_1;;KA-a
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KA;Kalkinnhold;T4-KA_1;;KA-b
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KA;Kalkinnhold;T4-KA_1;;KA-c
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KA;Kalkinnhold;T4-KA_4;;KA-h
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KA;Kalkinnhold;T4-KA_4;;KA-i
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KA;Kalkinnhold;T4-KA_3;;KA-f
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;KA;Kalkinnhold;T4-KA_3;;KA-g
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;HI;Hevdintensitet;T4-HI_2;tydelig beitepreget (beiteskog);HI-a
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;HI;Hevdintensitet;T4-HI_1;uten hevdpreg;HI-0
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;BK;Berggrunn med avvikende kjemisk sammensetning;T4-BK_2;ultramafisk (olivinskogsmark);BK-a
Natursystem;NA;Fastmarkssystemer;NA T;Fastmarksskogsmark;NA T4;Miljøvariabel;NA T4;BK;Berggrunn med avvikende kjemisk sammensetning;T4-BK_1;normal skogsmark;BK-0
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;HI;Hevdintensitet;T45-HI_3;;HI-j
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;HI;Hevdintensitet;T45-HI_2;;HI-i
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;HI;Hevdintensitet;T45-HI_2;;HI-h
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;HI;Hevdintensitet;T45-HI_1;;HI-h
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;HI;Hevdintensitet;T45-HI_1;;HI-g
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;KA;Kalkinnhold;T45-KA_2;kalkrik;KA-h
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;KA;Kalkinnhold;T45-KA_2;kalkrik;KA-g
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;KA;Kalkinnhold;T45-KA_2;kalkrik;KA-f
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;KA;Kalkinnhold;T45-KA_1;litt kalkfattig og intermediær;KA-d
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;KA;Kalkinnhold;T45-KA_1;litt kalkfattig og intermediær;KA-e
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;KA;Kalkinnhold;T45-KA_1;litt kalkfattig og intermediær;KA-c
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;S1;Dominerende kornstørrelsesklasse;T45-S1_3;jord med høyt silt- og leirinnhold;S1-i
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;S1;Dominerende kornstørrelsesklasse;T45-S1_3;jord med høyt silt- og leirinnhold;S1-h
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;S1;Dominerende kornstørrelsesklasse;T45-S1_2;jord med høyt innhold av fin grus og sand;S1-g
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;S1;Dominerende kornstørrelsesklasse;T45-S1_2;jord med høyt innhold av fin grus og sand;S1-f
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;S1;Dominerende kornstørrelsesklasse;T45-S1_2;jord med høyt innhold av fin grus og sand;S1-e
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;S1;Dominerende kornstørrelsesklasse;T45-S1_1;mineraljordfattig jord;S1-0
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;SP;Slåttemarkspreg;T45-SP_1;;SP-0
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;SP;Slåttemarkspreg;T45-SP_2;;SP-a
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;VM;Vannmetning;T45-VM_2;fuktmark;VM-b
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;VM;Vannmetning;T45-VM_1;veldrenert mark;VM-a
Natursystem;NA;Fastmarkssystemer;NA T;Oppdyrket varig eng;NA T45;Miljøvariabel;NA T45;VM;Vannmetning;T45-VM_1;veldrenert mark;VM-0
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;KA;Kalkinnhold;T22-KA_2;;KA-f
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;KA;Kalkinnhold;T22-KA_2;;KA-g
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;KA;Kalkinnhold;T22-KA_2;;KA-h
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;KA;Kalkinnhold;T22-KA_1;;KA-b
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;KA;Kalkinnhold;T22-KA_1;;KA-c
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;KA;Kalkinnhold;T22-KA_1;;KA-d
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;KA;Kalkinnhold;T22-KA_1;;KA-e
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;SV;Snødekkebetinget vekstsesongreduksjon;T22-SV_2;;SV-a
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;SV;Snødekkebetinget vekstsesongreduksjon;T22-SV_2;;SV-b
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;SV;Snødekkebetinget vekstsesongreduksjon;T22-SV_1;;SV-0
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;VM;Vannmetning;T22-VM_2;;VM-b
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;VM;Vannmetning;T22-VM_2;;VM-a
Natursystem;NA;Fastmarkssystemer;NA T;Fjellgrashei og grastundra;NA T22;Miljøvariabel;NA T22;VM;Vannmetning;T22-VM_1;;VM-0
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;VI;Vindutsatthet;T21-VI_1;;VI-a
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;VI;Vindutsatthet;T21-VI_1;;VI-b
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;VI;Vindutsatthet;T21-VI_1;;VI-c
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;VI;Vindutsatthet;T21-VI_2;;VI-¤
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;SS;Sandstabilisering;T21-SS_3;;SS-d
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;SS;Sandstabilisering;T21-SS_4;;SS-e
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;SS;Sandstabilisering;T21-SS_4;;SS-f
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;SS;Sandstabilisering;T21-SS_5;;SS-g
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;SS;Sandstabilisering;T21-SS_5;;SS-h
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;SS;Sandstabilisering;T21-SS_2;;SS-b
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;SS;Sandstabilisering;T21-SS_2;;SS-c
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;SS;Sandstabilisering;T21-SS_1;;SS-a
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;HI;Hevdintensitet;T21-HI_2;tydelig beitepreget;HI-a
Natursystem;NA;Fastmarkssystemer;NA T;Sanddynemark;NA T21;Miljøvariabel;NA T21;HI;Hevdintensitet;T21-HI_1;uten hevdpreg;HI-0
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Miljøvariabel;NA T37;HS;Hovedtypespesifikk inndeling;T37-HS_3;;HS-C
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Miljøvariabel;NA T37;HS;Hovedtypespesifikk inndeling;T37-HS_2;;HS-B
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon;NA T37;Miljøvariabel;NA T37;HS;Hovedtypespesifikk inndeling;T37-HS_1;;HS-A
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Miljøvariabel;NA T36;HS;Hovedtypespesifikk inndeling;T36-HS_1;;HS-A
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Miljøvariabel;NA T36;HS;Hovedtypespesifikk inndeling;T36-HS_2;;HS-B
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Miljøvariabel;NA T36;HS;Hovedtypespesifikk inndeling;T36-HS_3;;HS-C
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Miljøvariabel;NA T36;KA;Kalkinnhold;T36-KA_1;kalkfattig og svak intermediær;KA-d
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Miljøvariabel;NA T36;KA;Kalkinnhold;T36-KA_1;kalkfattig og svak intermediær;KA-c
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Miljøvariabel;NA T36;KA;Kalkinnhold;T36-KA_1;kalkfattig og svak intermediær;KA-b
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Miljøvariabel;NA T36;KA;Kalkinnhold;T36-KA_1;kalkfattig og svak intermediær;KA-a
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Miljøvariabel;NA T36;KA;Kalkinnhold;T36-KA_2;sterk intermediær og kalkrik;KA-h
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Miljøvariabel;NA T36;KA;Kalkinnhold;T36-KA_2;sterk intermediær og kalkrik;KA-g
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Miljøvariabel;NA T36;KA;Kalkinnhold;T36-KA_2;sterk intermediær og kalkrik;KA-f
Natursystem;NA;Fastmarkssystemer;NA T;Ny fastmark på tidligere våtmark og ferskvannsbunn;NA T36;Miljøvariabel;NA T36;KA;Kalkinnhold;T36-KA_2;sterk intermediær og kalkrik;KA-e
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;KA;Kalkinnhold;T35-KA_2;kalkrik;KA-h
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;KA;Kalkinnhold;T35-KA_2;kalkrik;KA-g
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;KA;Kalkinnhold;T35-KA_2;kalkrik;KA-f
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;KA;Kalkinnhold;T35-KA_1;kalkfattig og intermediær;KA-e
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;KA;Kalkinnhold;T35-KA_1;kalkfattig og intermediær;KA-d
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;KA;Kalkinnhold;T35-KA_1;kalkfattig og intermediær;KA-c
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;KA;Kalkinnhold;T35-KA_1;kalkfattig og intermediær;KA-b
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;S1;Dominerende kornstørrelsesklasse;T35-S1_4;;S1-i
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;S1;Dominerende kornstørrelsesklasse;T35-S1_4;;S1-h
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;S1;Dominerende kornstørrelsesklasse;T35-S1_3;;S1-g
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;S1;Dominerende kornstørrelsesklasse;T35-S1_3;;S1-f
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;S1;Dominerende kornstørrelsesklasse;T35-S1_2;;S1-e
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;S1;Dominerende kornstørrelsesklasse;T35-S1_2;;S1-d
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;S1;Dominerende kornstørrelsesklasse;T35-S1_2;;S1-c
Natursystem;NA;Fastmarkssystemer;NA T;Sterkt endret åpen fastmark med løsmassedekke;NA T35;Miljøvariabel;NA T35;S1;Dominerende kornstørrelsesklasse;T35-S1_1;;S1-0
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Miljøvariabel;NA T34;BK;Berggrunn med avvikende kjemisk sammensetning;T34-BK_1;‘normal’ berggrunn;BK-0
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Miljøvariabel;NA T34;BK;Berggrunn med avvikende kjemisk sammensetning;T34-BK_2;ultramafisk;BK-a
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Miljøvariabel;NA T34;KA;Kalkinnhold;T34-KA_1;;KA-c
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Miljøvariabel;NA T34;KA;Kalkinnhold;T34-KA_1;;KA-b
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Miljøvariabel;NA T34;KA;Kalkinnhold;T34-KA_1;;KA-a
Natursystem;NA;Fastmarkssystemer;NA T;Kystlynghei;NA T34;Miljøvariabel;NA T34;KA;Kalkinnhold;T34-KA_2;;KA-e
