natursystemNavn;natursystemKode;hovedtypegruppeNavn;hovedtypeGruppeKode;hovedtypeNavn;hovedtypeKode;grunntypeNavn;grunntypeKode
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Svært kalkfattig innsjø-sedimentbunn av grus og stein i mosebeltet;NA L2-11
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Noe kalkfattig innsjø-sedimentbunn av grus og stein i karplantebeltet;NA L2-12
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Noe kalkfattig innsjø-sedimentbunn av grus og stein i mosebeltet;NA L2-13
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Kalkfattig innsjø-sedimentbunn av blokker i karplantebeltet;NA L2-14
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Moderat kalkrik innsjø-sedimentbunn av silt og sand i strandkant;NA L2-15
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Svært kalkrik innsjø-sedimentbunn av silt og sand i strandkant;NA L2-16
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Kalkrik innsjø-sedimentbunn av leire i strandkant;NA L2-17
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Moderat kalkrik innsjø-sedimentbunn av silt og sand i karplantebeltet;NA L2-18
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Moderat kalkrik innsjø-sedimentbunn av silt og sand i mosebeltet;NA L2-19
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Noe kalkfattig innsjø-sedimentbunn av silt og sand i strandkant;NA L2-2
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Svært kalkrik innsjø-sedimentbunn av silt og sand i karplantebeltet;NA L2-20
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Svært kalkrik innsjø-sedimentbunn av silt og sand i mosebeltet;NA L2-21
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Kalkrik innsjø-sedimentbunn av leire i karplantebeltet;NA L2-22
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Moderat kalkrik innsjø-sedimentbunn av grus og stein i strandkant;NA L2-23
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Svært kalkrik innsjø-sedimentbunn av grus og stein i strandkant;NA L2-24
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Kalkrik innsjø-sedimentbunn av blokker i strandkant;NA L2-25
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Moderat kalkrik innsjø-sedimentbunn av grus og stein i karplantebeltet;NA L2-26
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Moderat kalkrik innsjø-sedimentbunn av grus og stein i mosebeltet;NA L2-27
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Svært kalkrik innsjø-sedimentbunn av grus og stein i karplantebeltet;NA L2-28
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Svært kalkrik innsjø-sedimentbunn av grus og stein i mosebeltet;NA L2-29
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Svært kalkfattig innsjø-sedimentbunn av silt og sand i karplantebeltet;NA L2-3
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Kalkrik innsjø-sedimentbunn av blokker i karplantebeltet;NA L2-30
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Turbid eufotisk innsjø-sedimentbunn;NA L2-31
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Svært kalkfattig innsjø-sedimentbunn av silt og sand i mosebeltet;NA L2-4
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Noe kalkfattig innsjø-sedimentbunn av silt og sand i karplantebeltet;NA L2-5
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Noe kalkfattig innsjø-sedimentbunn av silt og sand i mosebeltet;NA L2-6
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Svært kalkfattig innsjø-sedimentbunn av grus og stein i strandkant;NA L2-7
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Noe kalkfattig innsjø-sedimentbunn av grus og stein i strandkant;NA L2-8
Natursystem;NA;Innsjøbunnsystemer;NA L;Eufotisk innsjø-sedimentbunn;NA L2;Kalkfattig innsjø-sedimentbunn av blokker i strandkant;NA L2-9
Natursystem;NA;Innsjøbunnsystemer;NA L;Afotisk (dyp) innsjø-sedimentbunn;NA L3;Kalkfattig dyp innsjøbunn;NA L3-1
Natursystem;NA;Innsjøbunnsystemer;NA L;Afotisk (dyp) innsjø-sedimentbunn;NA L3;Moderat kalkrik dyp innsjøbunn;NA L3-2
Natursystem;NA;Innsjøbunnsystemer;NA L;Afotisk (dyp) innsjø-sedimentbunn;NA L3;Svært kalkrik dyp innsjøbunn;NA L3-3
Natursystem;NA;Innsjøbunnsystemer;NA L;Helofyttsump;NA L4;Kalkfattig helofyttsump;NA L4-1
Natursystem;NA;Innsjøbunnsystemer;NA L;Helofyttsump;NA L4;Moderat kalkrik helofyttsump;NA L4-2
Natursystem;NA;Innsjøbunnsystemer;NA L;Helofyttsump;NA L4;Svært kalkrik helofyttsump;NA L4-3
Natursystem;NA;Innsjøbunnsystemer;NA L;Ferskvanns-undervannseng;NA L5;Kalkfattig undervannseng i innsjø;NA L5-1
Natursystem;NA;Innsjøbunnsystemer;NA L;Ferskvanns-undervannseng;NA L5;Moderat kalkrik undervannseng i innsjø;NA L5-2
Natursystem;NA;Innsjøbunnsystemer;NA L;Ferskvanns-undervannseng;NA L5;Svært kalkrik undervannseng i innsjø;NA L5-3
Natursystem;NA;Innsjøbunnsystemer;NA L;Ferskvanns-undervannseng;NA L5;Kalkfattig undervannseng i elv;NA L5-4
Natursystem;NA;Innsjøbunnsystemer;NA L;Ferskvanns-undervannseng;NA L5;Moderat kalkrik undervannseng i elv;NA L5-5
Natursystem;NA;Innsjøbunnsystemer;NA L;Gjøl-bunn på fast torv;NA L6;Svært kalkfattig flarkgjøl-bunn på fast torv ;NA L6-1
Natursystem;NA;Innsjøbunnsystemer;NA L;Gjøl-bunn på fast torv;NA L6;Noe kalkfattig flarkgjøl-bunn på fast torv ;NA L6-2
Natursystem;NA;Innsjøbunnsystemer;NA L;Gjøl-bunn på fast torv;NA L6;Moderat kalkrik flarkgjøl-bunn på fast torv ;NA L6-3
Natursystem;NA;Innsjøbunnsystemer;NA L;Gjøl-bunn på fast torv;NA L6;Svært kalkrik flarkgjøl-bunn på fast torv ;NA L6-4
Natursystem;NA;Innsjøbunnsystemer;NA L;Gjøl-bunn på fast torv;NA L6;Høljegjøl-bunn på fast torv ;NA L6-5
Natursystem;NA;Innsjøbunnsystemer;NA L;Innsjøbunn av dy og gytje;NA L7;Svært kalkfattig innsjøbunn av dy og gytje;NA L7-1
Natursystem;NA;Innsjøbunnsystemer;NA L;Innsjøbunn av dy og gytje;NA L7;Noe kalkfattig innsjøbunn av dy og gytje;NA L7-2
Natursystem;NA;Innsjøbunnsystemer;NA L;Innsjøbunn av dy og gytje;NA L7;Moderat kalkrik innsjøbunn av dy og gytje;NA L7-3
Natursystem;NA;Innsjøbunnsystemer;NA L;Innsjøbunn av dy og gytje;NA L7;Svært kalkrik innsjøbunn av dy og gytje;NA L7-4
Natursystem;NA;Innsjøbunnsystemer;NA L;Innsjøbunn av grovt organisk materiale;NA L8;Kalkfattig innsjøbunn av grovt organisk materiale;NA L8-1
Natursystem;NA;Innsjøbunnsystemer;NA L;Innsjøbunn av grovt organisk materiale;NA L8;Kalkrik innsjøbunn av grovt organisk materiale;NA L8-2
Natursystem;NA;Innsjøbunnsystemer;NA L;Innsjøbunn preget av oksygenmangel;NA L9;Innsjøbunn med periodisk oksygenmangel;NA L9-1
Natursystem;NA;Innsjøbunnsystemer;NA L;Innsjøbunn preget av oksygenmangel;NA L9;Anoksisk innsjøbunn med gammelt havvann;NA L9-2
Natursystem;NA;Innsjøbunnsystemer;NA L;Innsjøbunn preget av oksygenmangel;NA L9;Anoksisk innsjøbunn betinget av saltholdig kildevann;NA L9-3
Natursystem;NA;Innsjøbunnsystemer;NA L;Innsjøbunn preget av oksygenmangel;NA L9;Anoksisk innsjøbunn betinget av jernholdig vann;NA L9-4
Natursystem;NA;Innsjøbunnsystemer;NA L;Innsjøbunn preget av oksygenmangel;NA L9;Anoksisk innsjøbunn betinget av kalkrikt vann;NA L9-5
Natursystem;NA;Innsjøbunnsystemer;NA L;Innsjøbunn preget av oksygenmangel;NA L9;Anoksisk innsjøbunn betinget av humusrikt vann;NA L9-6
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Svært kalkfattig fastbunn i klar og stilleflytende elv ;NA O1-1
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Moderat kalkrik fastbunn i klar elv med brutt overflate;NA O1-10
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Moderat kalkrik fastbunn i klar elv med moderat stryk;NA O1-11
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Moderat kalkrik fastbunn i klar elv med hvitstryk;NA O1-12
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Svært kalkrik fastbunn i klar og stilleflytende elv;NA O1-13
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Svært kalkrik fastbunn i klar elv med brutt overflate;NA O1-14
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Svært kalkrik fastbunn i klar elv med moderat stryk;NA O1-15
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Svært kalkrik fastbunn i klar elv med hvitstryk;NA O1-16
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Kalkfattig fastbunn i humøs og stilleflytende elv;NA O1-17
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Kalkfattig fastbunn i humøs elv med brutt overflate;NA O1-18
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Kalkfattig fastbunn i humøs elv med moderat stryk;NA O1-19
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Svært kalkfattig fastbunn i klar elv med brutt overflate;NA O1-2
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Kalkfattig fastbunn i humøs elv med hvitstryk;NA O1-20
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Kalkrik fastbunn i humøs og stilleflytende elv;NA O1-21
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Kalkrik fastbunn i humøs elv med brutt overflate;NA O1-22
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Kalkrik fastbunn i humøs elv med moderat stryk;NA O1-23
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Kalkrik fastbunn i humøs elv med hvitstryk;NA O1-24
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Kalkfattig og svært ujevn fastbunn i klar elv med stryk;NA O1-25
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Kalkrik og svært ujevn fastbunn i klar elv med stryk;NA O1-26
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Turbid fast elvebunn;NA O1-27
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Fast elvebunn i grotte;NA O1-28
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Svært kalkfattig fastbunn i klar elv med moderat stryk;NA O1-3
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Svært kalkfattig fastbunn i klar elv med hvitstryk;NA O1-4
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Noe kalkfattig fastbunn i klar og stilleflytende elv;NA O1-5
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Noe kalkfattig fastbunn i klar elv med brutt overflate;NA O1-6
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Noe kalkfattig fastbunn i klar elv med moderat stryk;NA O1-7
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Noe kalkfattig fastbunn i klar elv med hvitstryk;NA O1-8
Natursystem;NA;Elvebunnsystemer;NA O;Fast elvebunn;NA O1;Moderat kalkrik fastbunn i klar og stilleflytende elv;NA O1-9
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Kalkfattig siltbunn i klar elv;NA O2-1
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Kalkrik grov grusbunn i klar elv;NA O2-10
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Moderat kalkrik steinbunn i klar elv;NA O2-11
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Svært kalkrik steinbunn i klar elv;NA O2-12
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Siltbunn i humøs elv;NA O2-13
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Sandbunn i humøs elv;NA O2-14
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Fin grusbunn i humøs elv;NA O2-15
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Grov grusbunn i humøs elv;NA O2-16
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Kalkfattig steinbunn i humøs elv;NA O2-17
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Kalkrik steinbunn i humøs elv;NA O2-18
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Utstrømspåvirket kalkfattig elvebunn;NA O2-19
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Kalkfattig sandbunn i klar elv;NA O2-2
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Utstrømspåvirket kalkrik elvebunn;NA O2-20
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Turbid elvesedimentbunn;NA O2-21
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Kalkfattig fin grusbunn i klar elv;NA O2-3
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Kalkfattig grov grusbunn i klar elv;NA O2-4
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Svært kalkfattig steinbunn i klar elv;NA O2-5
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Noe kalkfattig steinbunn i klar elv;NA O2-6
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Kalkrik siltbunn i klar elv;NA O2-7
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Kalkrik sandbunn i klar elv;NA O2-8
Natursystem;NA;Elvebunnsystemer;NA O;Elvesedimentbunn;NA O2;Kalkrik fin grusbunn i klar elv;NA O2-9
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Sand- og grov grusbunn i kalkfattig svak kilde;NA O3-1
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Storblokket bunn i kalkrik svak kilde;NA O3-10
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Silt- og leirbunn i kalkrik sterk kilde;NA O3-11
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Sand- og grov grusbunn i kalkrik sterk kilde;NA O3-12
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Steinbunn i kalkrik sterk kilde;NA O3-13
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Storblokket bunn i kalkrik sterk kilde;NA O3-14
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Steinbunn i kalkfattig svak kilde;NA O3-2
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Storblokket bunn i kalkfattig svak kilde;NA O3-3
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Sand- og grov grusbunn i kalkfattig sterk kilde;NA O3-4
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Steinbunn i kalkfattig sterk kilde;NA O3-5
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Storblokket bunn i kalkfattig sterk kilde ;NA O3-6
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Silt- og leirbunn i kalkrik svak kilde;NA O3-7
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Sand- og grov grusbunn i kalkrik svak kilde;NA O3-8
Natursystem;NA;Elvebunnsystemer;NA O;Ferskvannskildebunn;NA O3;Stein- og blokkbunn i kalkrik svak kilde;NA O3-9
Natursystem;NA;Elvebunnsystemer;NA O;Varm ferskvannskildebunn;NA O4;Silt- og leirbunn i litt varm kilde;NA O4-1
Natursystem;NA;Elvebunnsystemer;NA O;Varm ferskvannskildebunn;NA O4;Sand- og steinbunn i litt varm kilde;NA O4-2
Natursystem;NA;Elvebunnsystemer;NA O;Varm ferskvannskildebunn;NA O4;Stein- og blokkbunn i litt varm kilde;NA O4-3
Natursystem;NA;Elvebunnsystemer;NA O;Varm ferskvannskildebunn;NA O4;Storblokket bunn i litt varm kilde;NA O4-4
Natursystem;NA;Elvebunnsystemer;NA O;Varm ferskvannskildebunn;NA O4;Silt- og leirbunn i varm kilde;NA O4-5
Natursystem;NA;Elvebunnsystemer;NA O;Varm ferskvannskildebunn;NA O4;Sand- og steinbunn i varm kilde;NA O4-6
Natursystem;NA;Elvebunnsystemer;NA O;Varm ferskvannskildebunn;NA O4;Stein- og blokkbunn i varm kilde;NA O4-7
Natursystem;NA;Elvebunnsystemer;NA O;Varm ferskvannskildebunn;NA O4;Storblokket bunn i varm kilde;NA O4-8
Natursystem;NA;Elvebunnsystemer;NA O;Varm ferskvannskildebunn;NA O4;Svovelpåvirket bunn i litt varm kilde;NA O4-9
Natursystem;NA;Elvebunnsystemer;NA O;Ny sedimentbunn i elv;NA O5;Ny sedimentbunn i elv;NA O5-1
Natursystem;NA;Elvebunnsystemer;NA O;Elvebunn preget av kronisk fysisk forstyrrelse;NA O6;Kalkfattig kronisk fysisk forstyrret sedimentbunn i elv;NA O6-1
Natursystem;NA;Elvebunnsystemer;NA O;Elvebunn preget av kronisk fysisk forstyrrelse;NA O6;Kalkfattig kronisk fysisk forstyrret fastbunn i elv;NA O6-2
Natursystem;NA;Elvebunnsystemer;NA O;Elvebunn preget av kronisk fysisk forstyrrelse;NA O6;Kalkrik kronisk fysisk forstyrret sedimentbunn i elv;NA O6-3
Natursystem;NA;Elvebunnsystemer;NA O;Elvebunn preget av kronisk fysisk forstyrrelse;NA O6;Kalkrik kronisk fysisk forstyrret fastbunn i elv;NA O6-4
Natursystem;NA;Elvebunnsystemer;NA O;Elvebunn preget av kronisk fysisk forstyrrelse;NA O6;Turbid minstevannførings-strekning i elv ;NA O6-5
Natursystem;NA;Elvebunnsystemer;NA O;Elvebunn preget av kronisk fysikalsk-kjemisk påvirkning;NA O7;Kronisk kjemisk påvirket sedimentbunn i elv;NA O7-1
Natursystem;NA;Elvebunnsystemer;NA O;Elvebunn preget av kronisk fysikalsk-kjemisk påvirkning;NA O7;Kronisk kjemisk påvirket fastbunn i elv;NA O7-2
Natursystem;NA;Elvebunnsystemer;NA O;Elvebunn preget av kronisk fysikalsk-kjemisk påvirkning;NA O7;Kronisk forsuret sedimentbunn i elv;NA O7-3
Natursystem;NA;Elvebunnsystemer;NA O;Elvebunn preget av kronisk fysikalsk-kjemisk påvirkning;NA O7;Kronisk forsuret fastbunn i elv;NA O7-4
