col_0;col_1;Nivå 1 kode;col_3;Nivå 2 kode;col_5;Nivå 3 kode;Nivå2_kode;Navn;Trinn;Sammensatt_kode;Verdi;Type;RS;Nivå 2 kode ny;Tags
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;X;;;5AB_X;;;5AB_X;ikke registerert;;;5AB_X;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier;0;Arealbrukskategorier - kategorisert;DO;5AB-AB-0;Driftsområder;;5AB-AB-0_DO;Til stede;;;5AB-0-DO;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier;0;Arealbrukskategorier - kategorisert;FO;5AB-AB-0;Fritidsområder;;5AB-AB-0_FO;Til stede;;;5AB-0-FO;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier;0;Arealbrukskategorier - kategorisert;KO;5AB-AB-0;Kulturområder;;5AB-AB-0_KO;Til stede;;;5AB-0-KO;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier;0;Arealbrukskategorier - kategorisert;TO;5AB-AB-0;Transportområder;;5AB-AB-0_TO;Til stede;;;5AB-0-TO;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;FY;5AB-DO-FY;Fyllplass;0;5AB-DO-FY_0;ikke registerert;B;6;5AB-DO-FY;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;FY;5AB-DO-FY;Fyllplass;1;5AB-DO-FY_1;ikke registerert;B;6;5AB-DO-FY;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;GR;5AB-DO-GR;Grustak;0;5AB-DO-GR_0;ikke registerert;B;5;5AB-DO-GR;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;GR;5AB-DO-GR;Grustak;1;5AB-DO-GR_1;Til stede;B;5;5AB-DO-GR;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;GU;5AB-DO-GU;Gruve;0;5AB-DO-GU_0;Ikke til stede;B;4;5AB-DO-GU;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;GU;5AB-DO-GU;Gruve;1;5AB-DO-GU_1;Til stede;B;4;5AB-DO-GU;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;IO;5AB-DO-IO;Industriområde;0;5AB-DO-IO_0;Ikke til stede;B;8;5AB-DO-IO;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;IO;5AB-DO-IO;Industriområde;1;5AB-DO-IO_1;Til stede;B;8;5AB-DO-IO;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;LT;5AB-DO-LT;Leirtak;0;5AB-DO-LT_0;Ikke til stede;B;3;5AB-DO-LT;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;LT;5AB-DO-LT;Leirtak;1;5AB-DO-LT_1;Til stede;B;3;5AB-DO-LT;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;SB;5AB-DO-SB;Steinbrudd;0;5AB-DO-SB_0;Ikke til stede;B;8;5AB-DO-SB;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;SB;5AB-DO-SB;Steinbrudd;1;5AB-DO-SB_1;Til stede;B;8;5AB-DO-SB;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;ST;5AB-DO-ST;Steintipp;0;5AB-DO-ST_0;Ikke til stede;B;5;5AB-DO-ST;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;ST;5AB-DO-ST;Steintipp;1;5AB-DO-ST_1;Til stede;B;5;5AB-DO-ST;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;TT;5AB-DO-TT;Torvtak;0;5AB-DO-TT_0;Ikke til stede;B;7;5AB-DO-TT;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;TT;5AB-DO-TT;Torvtak;1;5AB-DO-TT_1;Til stede;B;7;5AB-DO-TT;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;TØ;5AB-DO-TØ;Tømmervelte;0;5AB-DO-TØ_0;Ikke til stede;B;4;5AB-DO-TØ;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;TØ;5AB-DO-TØ;Tømmervelte;1;5AB-DO-TØ_1;Til stede;B;4;5AB-DO-TØ;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;XD;5AB-DO-XD;Annet driftsområde;0;5AB-DO-XD_0;Ikke til stede;B;6;5AB-DO-XD;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;DO;Driftsområder;XD;5AB-DO-XD;Annet driftsområde;1;5AB-DO-XD_1;Til stede;B;6;5AB-DO-XD;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;FO;Fritidsområder;AL;5AB-FO-AL;Alpinbakke;0;5AB-FO-AL_0;Ikke til stede;B;9;5AB-FO-AL;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;FO;Fritidsområder;AL;5AB-FO-AL;Alpinbakke;1;5AB-FO-AL_1;Til stede;B;9;5AB-FO-AL;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;FO;Fritidsområder;CA;5AB-FO-CA;Campingplass;0;5AB-FO-CA_0;Ikke til stede;B;8;5AB-FO-CA;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;FO;Fritidsområder;CA;5AB-FO-CA;Campingplass;1;5AB-FO-CA_1;Til stede;B;8;5AB-FO-CA;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;FO;Fritidsområder;GO;5AB-FO-GO;Golfbane;0;5AB-FO-GO_0;Ikke til stede;B;10;5AB-FO-GO;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;FO;Fritidsområder;GO;5AB-FO-GO;Golfbane;1;5AB-FO-GO_1;Til stede;B;10;5AB-FO-GO;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;FO;Fritidsområder;LE;5AB-FO-LE;Lekeplass;0;5AB-FO-LE_0;Ikke til stede;B;4;5AB-FO-LE;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;FO;Fritidsområder;LE;5AB-FO-LE;Lekeplass;1;5AB-FO-LE_1;Til stede;B;4;5AB-FO-LE;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;FO;Fritidsområder;RA;5AB-FO-RA;Rasteplass;0;5AB-FO-RA_0;Ikke til stede;B;3;5AB-FO-RA;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;FO;Fritidsområder;RA;5AB-FO-RA;Rasteplass;1;5AB-FO-RA_1;Til stede;B;3;5AB-FO-RA;Trinn
5;Menneskeskapte objekter;AB;Arealbrukskategorier ;FO;Fritidsområder;SB;5AB-FO-SB;Skytebane;0;5AB-FO-SB_0;Ikke til stede;B;6;5AB-FO-SB;Trinn
